"","","xout"
"772",1.6095,37480
"773",1.57594736842105,37490
"774",1.67384210526316,37500
"775",1.7526,37510
"776",1.8186,37520
"777",1.86730769230769,37530
"778",1.90448717948718,37540
"779",1.94166666666667,37550
"780",1.97884615384615,37560
"781",1.98698074454429,37570
"782",1.9826675224647,37580
"783",1.97835430038511,37590
"784",1.97404107830552,37600
"785",1.96972785622593,37610
"786",1.96541463414634,37620
"787",1.96110141206675,37630
"788",1.95678818998716,37640
"789",1.95247496790757,37650
"790",1.94816174582798,37660
"791",1.9438485237484,37670
"792",1.93953530166881,37680
"793",1.93522207958922,37690
"794",1.93090885750963,37700
"795",1.92659563543004,37710
"796",1.92228241335045,37720
"797",1.91796919127086,37730
"798",1.91365596919127,37740
"799",1.90934274711168,37750
"800",1.90502952503209,37760
"801",1.9007163029525,37770
"802",1.89640308087291,37780
"803",1.89208985879332,37790
"804",1.88777663671374,37800
"805",1.88346341463415,37810
"806",1.87915019255456,37820
"807",1.87483697047497,37830
"808",1.87052374839538,37840
"809",1.86621052631579,37850
"810",1.8618973042362,37860
"811",1.85758408215661,37870
"812",1.85327086007702,37880
"813",1.84895763799743,37890
"814",1.84464441591784,37900
"815",1.84033119383825,37910
"816",1.83601797175866,37920
"817",1.83170474967908,37930
"818",1.82739152759949,37940
"819",1.8230783055199,37950
"820",1.81876508344031,37960
"821",1.81445186136072,37970
"822",1.81013863928113,37980
"823",1.80582541720154,37990
"824",1.80151219512195,38000
"825",1.79719897304236,38010
"826",1.79288575096277,38020
"827",1.78857252888318,38030
"828",1.78425930680359,38040
"829",1.779946084724,38050
"830",1.77563286264442,38060
"831",1.77131964056483,38070
"832",1.76700641848524,38080
"833",1.76269319640565,38090
"834",1.75837997432606,38100
"835",1.75406675224647,38110
"836",1.74975353016688,38120
"837",1.74544030808729,38130
"838",1.7411270860077,38140
"839",1.73681386392811,38150
"840",1.73250064184852,38160
"841",1.72818741976893,38170
"842",1.72387419768935,38180
"843",1.71956097560976,38190
"844",1.71524775353017,38200
"845",1.71093453145058,38210
"846",1.70662130937099,38220
"847",1.7023080872914,38230
"848",1.69799486521181,38240
"849",1.69368164313222,38250
"850",1.68936842105263,38260
"851",1.68505519897304,38270
"852",1.68074197689345,38280
"853",1.67642875481386,38290
"854",1.67211553273427,38300
"855",1.66780231065469,38310
"856",1.6634890885751,38320
"857",1.65917586649551,38330
"858",1.65486264441592,38340
"859",1.70397260273973,38350
"860",1.76643835616438,38360
"861",1.82890410958904,38370
"862",1.8913698630137,38380
"863",1.95383561643836,38390
"864",2.01630136986301,38400
"865",2.07876712328767,38410
"866",2.10633333333333,38420
"867",2.099,38430
"868",2.09166666666667,38440
"869",2.08825,38450
"870",2.08875,38460
"871",2.08925,38470
"872",2.08975,38480
"873",2.107,38490
"874",2.141,38500
"875",2.175,38510
"876",2.123,38520
"877",2.102625,38530
"878",2.113875,38540
"879",2.125125,38550
"880",2.136375,38560
"881",2.131,38570
"882",2.109,38580
"883",2.087,38590
"884",2.065,38600
"885",2.10575,38610
"886",2.1465,38620
"887",2.18725,38630
"888",2.228,38640
"889",2.218,38650
"890",2.208,38660
"891",2.21685714285714,38670
"892",2.24457142857143,38680
"893",2.27228571428571,38690
"894",2.3,38700
"895",2.2902,38710
"896",2.2804,38720
"897",2.2706,38730
"898",2.2608,38740
"899",2.251,38750
"900",2.2294,38760
"901",2.2078,38770
"902",2.1912,38780
"903",2.1796,38790
"904",2.168,38800
"905",2.198,38810
"906",2.22057142857143,38820
"907",2.23571428571429,38830
"908",2.25085714285714,38840
"909",2.266,38850
"910",2.30885714285714,38860
"911",2.35171428571429,38870
"912",2.39457142857143,38880
"913",2.36283333333333,38890
"914",2.2565,38900
"915",2.15016666666667,38910
"916",2.13328571428571,38920
"917",2.20585714285714,38930
"918",2.27842857142857,38940
"919",2.351,38950
"920",2.2914,38960
"921",2.2318,38970
"922",2.23116666666667,38980
"923",2.2895,38990
"924",2.34783333333333,39000
"925",2.371,39010
"926",2.359,39020
"927",2.347,39030
"928",2.335,39040
"929",2.323,39050
"930",2.311,39060
"931",2.299,39070
"932",2.293,39080
"933",2.293,39090
"934",2.293,39100
"935",2.293,39110
"936",2.26985714285714,39120
"937",2.24671428571429,39130
"938",2.22357142857143,39140
"939",2.22842857142857,39150
"940",2.26128571428571,39160
"941",2.29414285714286,39170
"942",2.327,39180
"943",2.265,39190
"944",2.203,39200
"945",2.19414285714286,39210
"946",2.23842857142857,39220
"947",2.28271428571429,39230
"948",2.327,39240
"949",2.3778,39250
"950",2.4286,39260
"951",2.35,39270
"952",2.34588235294118,39280
"953",2.34176470588235,39290
"954",2.33764705882353,39300
"955",2.33352941176471,39310
"956",2.32941176470588,39320
"957",2.32529411764706,39330
"958",2.32117647058824,39340
"959",2.31705882352941,39350
"960",2.40133333333333,39360
"961",2.574,39370
"962",2.49,39380
"963",2.494,39390
"964",2.46685714285714,39400
"965",2.43971428571429,39410
"966",2.41257142857143,39420
"967",2.331,39430
"968",2.29471428571429,39440
"969",2.35814285714286,39450
"970",2.42157142857143,39460
"971",2.485,39470
"972",2.383,39480
"973",2.281,39490
"974",2.252875,39500
"975",2.298625,39510
"976",2.344375,39520
"977",2.390125,39530
"978",2.4162,39540
"979",2.4226,39550
"980",2.429,39560
"981",2.4354,39570
"982",2.4418,39580
"983",2.4715,39590
"984",2.5245,39600
"985",2.53142857142857,39610
"986",2.49228571428571,39620
"987",2.45314285714286,39630
"988",2.414,39640
"989",2.39816666666667,39650
"990",2.38233333333333,39660
"991",2.3665,39670
"992",2.35066666666667,39680
"993",2.33483333333333,39690
"994",2.319,39700
"995",2.3106,39710
"996",2.3022,39720
"997",2.2938,39730
"998",2.2854,39740
"999",2.277,39750
"1000",2.27442857142857,39760
"1001",2.27185714285714,39770
"1002",2.26928571428571,39780
"1003",2.286,39790
"1004",2.322,39800
"1005",2.358,39810
"1006",2.381,39820
"1007",2.391,39830
"1008",2.401,39840
"1009",2.411,39850
"1010",2.4105,39860
"1011",2.41,39870
"1012",2.4095,39880
"1013",2.409,39890
"1014",2.341,39900
"1015",2.273,39910
"1016",2.205,39920
"1017",2.16028571428571,39930
"1018",2.13885714285714,39940
"1019",2.11742857142857,39950
"1020",2.096,39960
"1021",2.178,39970
"1022",2.26,39980
"1023",2.342,39990
"1024",2.39357142857143,40000
"1025",2.41471428571429,40010
"1026",2.43585714285714,40020
"1027",2.457,40030
"1028",2.37342857142857,40040
"1029",2.28985714285714,40050
"1030",2.20628571428571,40060
"1031",2.12271428571429,40070
"1032",2.03914285714286,40080
"1033",1.95557142857143,40090
"1034",1.872,40100
"1035",1.97609090909091,40110
"1036",2.08018181818182,40120
"1037",2.07663636363636,40130
"1038",2.04618181818182,40140
"1039",1.96354838709677,40150
"1040",1.84612903225806,40160
"1041",1.72870967741935,40170
"1042",1.78138888888889,40180
"1043",2.00416666666667,40190
"1044",2.11968181818182,40200
"1045",2.18922727272727,40210
"1046",2.18786363636364,40220
"1047",2.11559090909091,40230
"1048",2.07931818181818,40240
"1049",2.12704545454545,40250
"1050",2.17564,40260
