index,op,name,z,type,value,probability
3,Boundary,,,posterior,-72609.5,2.6515E-06
3,Boundary,,,posterior,-72604.5,2.4622E-06
3,Boundary,,,posterior,-72599.5,2.8883E-06
3,Boundary,,,posterior,-72594.5,3.1251E-06
3,Boundary,,,posterior,-72589.5,2.7462E-06
3,Boundary,,,posterior,-72584.5,2.7462E-06
3,Boundary,,,posterior,-72579.5,2.8409E-06
3,Boundary,,,posterior,-72574.5,3.0777E-06
3,Boundary,,,posterior,-72569.5,1.8465E-06
3,Boundary,,,posterior,-72564.5,2.5094E-06
3,Boundary,,,posterior,-72559.5,2.4622E-06
3,Boundary,,,posterior,-72554.5,2.8883E-06
3,Boundary,,,posterior,-72549.5,2.2254E-06
3,Boundary,,,posterior,-72544.5,2.1307E-06
3,Boundary,,,posterior,-72539.5,2.4622E-06
3,Boundary,,,posterior,-72534.5,1.8939E-06
3,Boundary,,,posterior,-72529.5,2.7935E-06
3,Boundary,,,posterior,-72524.5,1.8939E-06
3,Boundary,,,posterior,-72519.5,1.9413E-06
3,Boundary,,,posterior,-72514.5,2.5568E-06
3,Boundary,,,posterior,-72509.5,2.9355E-06
3,Boundary,,,posterior,-72504.5,0.000002178
3,Boundary,,,posterior,-72499.5,2.6042E-06
3,Boundary,,,posterior,-72494.5,2.3674E-06
3,Boundary,,,posterior,-72489.5,0.000002178
3,Boundary,,,posterior,-72484.5,0.00000232
3,Boundary,,,posterior,-72479.5,2.5094E-06
3,Boundary,,,posterior,-72474.5,2.2728E-06
3,Boundary,,,posterior,-72469.5,2.4148E-06
3,Boundary,,,posterior,-72464.5,2.5094E-06
3,Boundary,,,posterior,-72459.5,2.3674E-06
3,Boundary,,,posterior,-72454.5,0.000003172
3,Boundary,,,posterior,-72449.5,2.6989E-06
3,Boundary,,,posterior,-72444.5,2.3674E-06
3,Boundary,,,posterior,-72439.5,2.2254E-06
3,Boundary,,,posterior,-72434.5,2.8409E-06
3,Boundary,,,posterior,-72429.5,2.2254E-06
3,Boundary,,,posterior,-72424.5,2.2254E-06
3,Boundary,,,posterior,-72419.5,3.1251E-06
3,Boundary,,,posterior,-72414.5,2.5568E-06
3,Boundary,,,posterior,-72409.5,2.5094E-06
3,Boundary,,,posterior,-72404.5,2.6042E-06
3,Boundary,,,posterior,-72399.5,0.000003314
3,Boundary,,,posterior,-72394.5,0.00000322
3,Boundary,,,posterior,-72389.5,2.6042E-06
3,Boundary,,,posterior,-72384.5,2.5568E-06
3,Boundary,,,posterior,-72379.5,2.5568E-06
3,Boundary,,,posterior,-72374.5,2.8883E-06
3,Boundary,,,posterior,-72369.5,3.0777E-06
3,Boundary,,,posterior,-72364.5,0.000003172
3,Boundary,,,posterior,-72359.5,3.1251E-06
3,Boundary,,,posterior,-72354.5,2.7462E-06
3,Boundary,,,posterior,-72349.5,2.8409E-06
3,Boundary,,,posterior,-72344.5,0.000003504
3,Boundary,,,posterior,-72339.5,2.4148E-06
3,Boundary,,,posterior,-72334.5,1.9887E-06
3,Boundary,,,posterior,-72329.5,0.000003172
3,Boundary,,,posterior,-72324.5,2.9829E-06
3,Boundary,,,posterior,-72319.5,2.9355E-06
3,Boundary,,,posterior,-72314.5,3.0303E-06
3,Boundary,,,posterior,-72309.5,2.0833E-06
3,Boundary,,,posterior,-72304.5,2.9355E-06
3,Boundary,,,posterior,-72299.5,2.5094E-06
3,Boundary,,,posterior,-72294.5,0.000003267
3,Boundary,,,posterior,-72289.5,1.8465E-06
3,Boundary,,,posterior,-72284.5,2.5568E-06
3,Boundary,,,posterior,-72279.5,2.7462E-06
3,Boundary,,,posterior,-72274.5,2.4148E-06
3,Boundary,,,posterior,-72269.5,2.8883E-06
3,Boundary,,,posterior,-72264.5,0.000003409
