Museum_Number	UCM_Number	Canister	Class	Order	Family	Subfamily	Genus	Species	Element_original	Notes	Last ID revision	include.in.diversity.stats
LACMP23-39982	NSF-19-174	B2/L1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-39983	NSF-19-175	B2/L1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	maxillay frag			y
LACMP23-39984	NSF-19-176	B2/L1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	lt maxillary frag			y
LACMP23-39985	NSF-19-177	B2/L1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-39986	NSF-19-178	B2/L1	Mammalia	Lagomorpha	Leporidae		Sylvilagus	sp	upper tooth frag			y
LACMP23-39987	NSF-19-179	B2/L1	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y
LACMP23-39988	NSF-19-180	B2/L1	Mammalia	Lagomorpha	Leporidae		?Sylvilagus	sp	tooth frag			y
LACMP23-39989	NSF-19-181	B2/L1	Mammalia	Rodentia	Cricetidae	Neotominae	?Neotoma	sp	molar frag			y
LACMP23-39990	NSF-19-182	B2/L1	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt M1/M2			y
LACMP23-39991	NSF-19-183	B2/L1	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper rt M1/M2			y
LACMP23-39992	NSF-19-184	B2/L1	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	upper lt M3			y
LACMP23-39993	NSF-19-185	B2/L1	Mammalia	Rodentia	Sciuridae	Xerinae			upper tooth frag			y
LACMP23-39994	NSF-19-186	B2/L1	Mammalia	Rodentia	Sciuridae	Xerinae	Otospermophilus	?beecheyi	partial lt dentary	no teeth		y
LACMP23-39995	NSF-19-187	B2/L1	Mammalia	Rodentia	?Sciuridae				lower tooth frag			y
LACMP23-39996	NSF-19-188	B2/L1	Mammalia	Rodentia	?Sciuridae				lower tooth frag			y
LACMP23-39997	NSF-19-189	B2/L1	Mammalia	Rodentia	Geomyidae	Thomomyinae	?Thomomys	sp	molar	juv		y
LACMP23-39998	NSF-19-190	B2/L1	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower molar			y
LACMP23-39999	NSF-19-191	B2/L1	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y
LACMP23-40000	NSF-19-192	B2/L1	Mammalia	Rodentia	?Geomyidae				tooth	juv	2/5/2019	y
LACMP23-40001	NSF-19-193	B2/L1	Mammalia	Rodentia	Heteromyidae	Dipodomyinae	Dipodomys	sp	lower p4	juv?		y
LACMP23-40002	NSF-19-194	B2/L1	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth	juv		y
LACMP23-40003	NSF-19-195	B2/L1	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y
LACMP23-40004	NSF-19-196	B2/L1	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y
LACMP23-40005	NSF-19-197	B2/L1	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y
LACMP23-40006	NSF-19-198	B2/L1	Mammalia	Rodentia	Geomyidae/Heteromyidae				tooth frag			y
LACMP23-40540	NSF-19-199	B2/L1	Mammalia	Carnivora	Mustelidae	Mustelinae	Mustela	frenata	upper rt C1		7/29/2019	y
LACMP23-40429	NSF-19-200	B2/L1	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper rt M1	small accessory loph	7/29/2019	y
LACMP23-40430	NSF-19-201	B2/L1	Mammalia	Rodentia	Cricetidae	Neotominae	?Peromyscus	sp	lower lt m2	juv?	7/29/2019	y
LACMP23-40431	NSF-19-202	B2/L1	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	upper lt M1	surface covered	7/29/2019	y
LACMP23-40432	NSF-19-203	B2/L1	Mammalia	Rodentia	Cricetidae	Neotominae	Peromyscus	sp	lower rt m2		7/29/2019	y
